id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
638,5.70404692175e-17,1.56807550343e-14,4.48219326238e-12,2.00976439131e-15,1.36215828406e-16,5.46746155294e-12,9.50826688495e-07,1.21475149818e-13,2.94319291161e-11,1.69269310556e-17,1.25077059539e-21,1.72181787023e-16,1.19000982249e-16,3.52907658913e-15,7.04832251388e-15,3.88240126354e-14,2.85032956042e-18,1.02587365415e-13,3.4782171344e-18,2.22651688753e-11,1.60471312096e-18,2.49338376823e-20,1.53032946272e-17,2.4097844042e-20,1.57844970224e-17,1.8127327082e-19,7.79010710106e-12,1.66243281382e-15,3.13201152296e-13,1.81906003191e-16,1.1405733798e-15,8.67843984286e-18,1.23716478194e-15,9.15192939921e-19,9.43165359181e-13,1.896449528e-17,5.53772652734e-12,4.07734870173e-12,7.60462873228e-12,4.28505057229e-14,2.48686453375e-11,1.79254723891e-15,1.43785247597e-10,1.67259299943e-13,5.20767965896e-17,8.18262610447e-11,1.21326403326e-22,1.42165668127e-10,4.02069057302e-14,7.69393483792e-15,5.57960307731e-13,2.59506488041e-19,3.64356888449e-18,1.03567421564e-17,3.28855289175e-18,9.41044869372e-17,1.18241881961e-20,1.61378953278e-14,3.51625228934e-10,0.00033734596218,1.24389403519e-15,3.12486310699e-13,5.65231382615e-20,0.000137872833875,5.86003301435e-21,1.07226009167e-20,2.4941427233e-14,3.16298584546e-11,2.11374086196e-15,2.42086711788e-10,1.36718253939e-15,1.59893545515e-07,4.41133810253e-13,2.22266302585e-12,4.73333910694e-22,3.77963068607e-19,5.28011367962e-09,4.46304370414e-15,7.4065103009e-12,1.71864255547e-15,1.55283774728e-09,4.62131418202e-13,0.999523639679,6.17828965749e-15,7.25037570129e-14,2.42230904389e-13,1.27943538942e-14,5.42682521143e-09,3.30790011636e-20,8.83570647203e-11,1.93089533078e-12,2.57471177832e-20,2.8252258696e-18,1.05319123594e-19,1.32020073042e-13,9.51096789352e-15,2.89826322664e-12,3.0878791611e-21,1.70875223789e-22
639,4.17021740971e-18,6.89593645858e-14,6.32648999854e-09,7.80710010528e-11,1.96893966642e-18,9.98962282388e-15,1.89825368965e-12,1.78928470623e-16,3.52567692923e-13,3.10599857665e-20,1.51949145117e-15,1.18186685427e-20,1.47541188306e-16,2.00917243248e-21,7.93451363547e-17,2.49961082919e-14,1.56711741961e-20,1.19940935981e-13,5.98467899485e-22,1.01075984992e-16,5.15088417665e-19,6.55034566085e-14,2.44361064349e-16,1.23043317817e-14,7.48987030725e-17,4.19906541179e-13,1.13508486464e-12,7.84669840215e-09,1.5493227022e-14,8.25751210573e-14,2.57830562456e-12,1.55802246105e-11,1.50408087677e-13,2.55597422262e-15,0.999998807907,4.17934064318e-19,7.32855776064e-10,5.40415445727e-09,1.32099851891e-11,2.464338138e-07,2.26523269475e-07,1.1710229437e-15,7.63190552422e-12,3.01913723802e-16,7.88286381627e-17,7.75694897204e-10,6.70509378531e-18,2.35662247739e-16,3.26274122479e-20,3.50353247117e-22,2.31572857373e-15,4.67640156267e-15,1.58088926962e-15,2.49694529347e-23,2.71695640602e-19,6.25686200801e-21,7.05509614589e-21,2.86342897127e-15,1.77926090528e-10,2.32610410933e-08,7.22972584272e-16,1.87757383426e-12,7.19939819566e-12,1.35588722799e-14,4.5525008654e-16,1.20980172906e-20,1.11880830989e-10,7.17023228985e-13,1.43118481476e-14,1.8070351869e-14,3.30037350949e-18,2.27336189153e-14,2.20315217757e-15,1.82588624775e-10,3.562861627e-22,2.16693487516e-16,3.07152611993e-14,1.25839092467e-16,9.20457799764e-18,5.52497630979e-11,3.01817989226e-17,6.58690282762e-07,1.61996749348e-10,1.10571663994e-14,7.44396186266e-15,4.96927065543e-17,7.71786071764e-20,4.90689947171e-14,2.96091355088e-22,5.54205749542e-17,8.44453847126e-13,1.698979215e-16,1.21717765981e-17,9.59785419564e-20,3.51356517123e-14,6.67362649064e-19,6.37303321227e-09,3.5637662213e-18,4.45112107625e-21
640,4.19687139317e-14,1.78606614091e-13,6.3640044623e-11,9.01933597253e-11,8.43793300341e-15,2.47948959541e-13,1.5159036526e-10,4.45666927299e-14,1.690741629e-14,3.42628301323e-17,3.08867006678e-14,3.8333876004e-12,5.11058288255e-17,3.70192348997e-11,3.13086075141e-17,2.61105494864e-11,3.4801763183e-15,6.49583251772e-13,7.49920195386e-11,7.10899450418e-10,3.41696531994e-16,4.57537518072e-14,4.80599098296e-08,2.75633921069e-12,8.61649862571e-10,1.15128216294e-07,1.06509173608e-17,3.22620589015e-17,4.87204488309e-05,0.000652911432553,0.999295711517,3.92732992394e-14,4.0328624884e-09,4.1314349164e-10,8.6360363305e-12,6.12159791174e-13,1.07526426998e-11,4.96912289094e-09,5.9433652444e-11,5.64233531009e-08,1.38147618145e-06,7.87317587694e-17,2.95174143103e-14,1.91474654798e-07,9.19893162836e-14,3.36204696895e-12,3.58068537355e-18,1.90032299792e-12,2.07241043987e-13,1.48964243718e-11,2.57501159284e-10,2.95350072214e-20,1.0385034499e-10,2.24178800523e-10,6.7043458486e-17,8.02786830068e-12,3.19590464966e-15,2.59573895711e-09,3.81626293785e-17,3.07859480674e-18,4.06986044865e-09,3.29020121455e-17,4.36647662472e-11,6.25090790964e-15,1.07374892565e-16,7.11549525897e-13,2.81373638581e-14,3.21555120308e-07,4.24537338617e-09,1.46830828385e-07,6.95905225806e-12,3.54834824717e-12,8.49901636088e-16,1.62322032985e-12,1.39502997011e-18,5.76732491512e-18,3.14644415123e-13,3.56360860959e-12,1.03710115131e-19,8.23173890163e-11,4.24921091423e-14,8.7140216985e-15,4.96956930072e-16,4.37057751127e-18,2.69220607848e-16,2.42202444082e-13,5.55506796118e-09,7.91943663425e-11,1.42306696746e-16,1.65442191197e-11,5.72722164832e-12,5.77825632529e-15,6.48677569992e-11,6.33135376267e-14,1.2309203407e-13,9.26008266377e-15,4.75319348497e-14,2.99908244127e-14,3.08123759396e-07
643,3.65615198707e-14,1.16901329451e-14,3.59646826209e-11,9.96096434502e-13,1.46653745932e-17,1.76937010508e-13,6.34733112292e-07,1.75325831869e-13,1.71321612452e-09,2.46885702297e-17,7.46394922757e-20,2.86038817593e-16,1.93136725688e-13,3.25372256807e-14,3.13201396242e-13,1.57720736563e-14,4.80775000889e-16,1.10100210199e-12,1.64816183729e-17,1.42070166742e-09,1.41918530663e-16,7.08273244402e-19,4.67901529459e-16,1.77481423193e-18,5.68511202961e-16,4.98557339268e-17,8.65282900886e-10,3.39930042665e-14,3.86614509192e-15,1.07879009517e-17,5.32811305333e-16,1.46420317548e-14,1.20879334984e-14,1.08035141512e-16,1.02126414964e-11,4.13028319768e-18,1.65949920472e-09,4.45326032994e-11,3.44070272273e-10,4.24459729517e-12,6.11236972148e-09,1.00237922129e-10,1.48778524223e-11,1.69460539351e-11,6.05177342836e-15,1.2726444254e-07,6.46246679655e-20,3.55373295235e-08,1.10140169554e-11,3.54933266209e-14,8.89568030349e-10,1.7167943362e-17,3.19962195963e-17,2.62276790565e-16,5.27502010176e-18,2.28367785286e-16,1.78480647679e-20,6.96257992667e-13,2.18894040671e-08,0.00457111373544,1.45334143483e-13,2.5138707305e-13,1.47509231631e-19,3.83590631827e-05,7.10500001686e-20,2.51699519576e-16,5.61988869273e-15,1.53633744615e-10,2.90549241567e-13,5.95217153343e-10,4.35103757291e-15,1.05302973452e-07,1.32920306706e-11,2.36536782999e-13,4.72571612061e-20,5.03933856086e-18,1.40892062461e-08,3.07716837579e-14,5.95854919225e-12,3.0484851297e-14,2.40011847202e-11,1.20381558454e-12,0.995388388634,1.67675945286e-13,1.61124048131e-11,1.4993233044e-10,8.5947484481e-14,1.24260236589e-06,2.87491093838e-19,3.69760437546e-11,1.6126915775e-11,5.74920262867e-18,9.22467021472e-18,3.22026520307e-18,6.51810772023e-10,1.27660024479e-12,2.79976805628e-11,5.6165580136e-18,4.97610126865e-21
644,3.04308465938e-15,2.63553983901e-15,7.46650918176e-12,2.08738711649e-07,5.45815085834e-18,4.6785676658e-19,7.62339562814e-15,2.98584010816e-17,1.13645849374e-15,8.45555519962e-18,1.20321331024e-12,3.77848890799e-17,4.9247394357e-11,4.76503951145e-20,2.95459385683e-15,5.70695330355e-17,1.45387746004e-18,6.6060268963e-14,4.14502137244e-15,1.07050404037e-14,3.33841386669e-16,3.26113884974e-14,9.29440850455e-14,2.91577123557e-10,1.36228667236e-11,3.5474930285e-12,7.03900063237e-11,1.62458135833e-09,6.9084972118e-13,1.95771377625e-13,8.8604436288e-12,5.17410482406e-14,1.96251583472e-15,8.83604993204e-21,9.88604006125e-06,7.06354970556e-21,9.60050527965e-09,2.06500892774e-11,2.62179236654e-11,1.58567126096e-09,4.9484080028e-12,2.80466161363e-15,4.01421029663e-13,2.19248654787e-08,5.72142764078e-17,6.93157250348e-12,5.14024921891e-17,2.99437205717e-13,1.18756846178e-15,1.30698135019e-18,1.60741558952e-10,3.37848778952e-16,5.98232041682e-09,2.60261016263e-15,1.66316952072e-14,4.05592172261e-14,1.21536261875e-18,1.31443822129e-15,9.83049996961e-09,9.46296929705e-10,2.01427972067e-13,1.79363089051e-12,9.85517709107e-11,1.62617543129e-12,9.77832918803e-12,2.12529777949e-16,2.92391180712e-11,8.85314564714e-12,3.71375458164e-10,3.56030476212e-08,9.98573324859e-15,1.47704483193e-12,1.03230042717e-16,2.09341152413e-07,7.13749512868e-21,5.70064394995e-13,1.75523401369e-10,2.66387846975e-14,1.96458562032e-20,2.33507861935e-08,1.55520447781e-15,1.38800223795e-05,3.49507987656e-12,4.28329073598e-12,5.47744707952e-17,2.82405626661e-11,7.21583491743e-13,4.51654535993e-09,7.33003837992e-21,2.46943358638e-14,1.65666369512e-10,4.30430125949e-14,1.00840356573e-14,1.969174996e-15,6.76315232116e-13,2.19785369531e-16,0.999975681305,3.62771452875e-16,1.74195893729e-15
648,6.1655658877e-12,1.3442338334e-13,1.43763990462e-17,3.55987665262e-17,4.27408423033e-21,5.22670406859e-19,2.51365009536e-13,2.47682225478e-14,1.10868805456e-11,5.00003476123e-11,2.06898934417e-21,2.03683203637e-09,4.12738820899e-09,1.02509510214e-07,1.75897865717e-10,4.34687903229e-20,1.77355125452e-15,6.98114699729e-12,1.59576519808e-18,2.66859501608e-06,2.19375828614e-09,2.81100896364e-23,2.37383524567e-15,6.06399092571e-17,6.87081007323e-14,6.79148967898e-21,7.2837132159e-11,3.3190730626e-22,2.16863181964e-19,3.40852551343e-18,1.27670414095e-17,4.22745624014e-18,7.86651993712e-22,3.25879965179e-16,6.83572768588e-21,9.41153973962e-23,7.10040091851e-18,3.54693127604e-17,9.34164939549e-15,6.90630034079e-17,1.30062533738e-15,1.56536964369e-06,8.75173890187e-21,8.50083536414e-15,2.29920505814e-21,1.71954888073e-15,4.31256237183e-18,0.0103735681623,0.989622116089,7.64882688437e-12,8.98999082642e-13,5.26746887415e-22,7.54039979302e-17,1.09790643243e-09,1.41665212547e-11,4.7438800189e-15,6.14337508979e-21,6.67670756058e-16,2.82693275679e-17,1.34139534129e-14,1.1554191145e-16,7.5010190965e-22,1.03961578038e-20,1.8624709522e-14,1.83719609014e-20,1.38214507995e-14,8.863433069e-25,2.16765922068e-16,9.90571665492e-13,2.42255785134e-15,1.40777521035e-17,1.39283658392e-14,2.48627853719e-22,1.77599070248e-20,1.2361973545e-17,2.49085092827e-17,5.94657320686e-15,2.84407390364e-19,3.8959156001e-16,4.17717516664e-15,1.63278326406e-13,2.54719243254e-21,1.24266780676e-13,7.22541391562e-16,2.71873965025e-16,4.50898389806e-12,5.09999865689e-13,7.11228493634e-15,6.64400994918e-23,8.61726004274e-16,9.26202775267e-22,3.70448673636e-15,2.82936942408e-18,8.16753721676e-15,6.29206539302e-12,6.12346395812e-10,2.54099627137e-17,1.16314363726e-18,3.88214113634e-12
650,1.43225588545e-05,5.90316857896e-13,2.60559412588e-12,1.18179475095e-08,1.19426986882e-14,1.09661466106e-12,1.05964210476e-17,4.41533198892e-11,1.23164900926e-14,4.37272634768e-10,1.39597478022e-09,1.21050264539e-13,2.56880050564e-09,4.64096400199e-11,3.51115306757e-17,8.02195205252e-16,1.17230200157e-13,1.76602750978e-13,1.90762280972e-10,1.24727971007e-11,3.01518916501e-08,4.73654860993e-13,4.79433556928e-14,1.40626088552e-09,6.42059028166e-09,1.28953903111e-10,5.18243271647e-13,4.8373714128e-17,9.65059195751e-12,5.78133352823e-13,2.75109904475e-13,4.68945215992e-10,8.32896029923e-10,1.20378720325e-08,1.06973073039e-17,2.09862821565e-11,4.52315128545e-19,3.74077721924e-13,2.3302627189e-13,3.87177648883e-13,4.30991952977e-18,1.24488933051e-10,1.45709833591e-17,3.63667022928e-13,3.30670685061e-13,3.96725160319e-14,4.55812809719e-09,2.30218112877e-15,2.5160615813e-09,5.41951466343e-12,1.66715079242e-12,2.39606876007e-11,3.76777671562e-11,1.50869922777e-07,1.00452843981e-05,1.70473093419e-08,4.23716919329e-08,6.8309011736e-17,5.68174904825e-19,6.74126332962e-15,6.51973763865e-08,3.12707318535e-14,8.03378468351e-13,4.6066897982e-16,4.93735585749e-09,0.999971747398,1.33492731631e-17,3.83780040489e-17,2.09981863009e-06,7.34471761188e-10,7.09243224151e-08,2.11319980611e-12,4.19329339047e-13,9.7147119281e-16,1.82340002652e-07,2.71849614819e-07,1.32651997026e-11,4.7846297152e-16,1.03500335472e-12,5.37477343448e-13,4.89430510009e-11,4.71636574179e-16,3.28149298794e-17,3.53892831923e-13,1.41841584051e-12,1.84731785424e-09,6.7140447868e-08,3.09242242274e-14,4.55697597712e-11,2.67215216814e-18,2.87923629166e-13,2.51370979587e-10,6.45934028487e-10,2.15949160776e-08,1.99495740836e-15,1.48993571878e-16,2.62723706324e-16,9.01380844964e-11,6.70579368034e-07
653,1.41087988388e-16,3.1389386664e-16,9.58074619639e-10,5.65630899188e-15,2.29519810478e-18,1.10194740685e-15,7.90428811813e-13,1.92760128063e-13,4.39710817136e-17,1.83656908077e-19,5.56377876264e-21,4.41940843128e-16,1.00885956376e-18,7.25163262771e-11,1.01442211598e-15,2.13234313019e-12,7.43718102511e-14,6.43385611454e-09,6.90447344955e-15,5.15862688937e-13,2.45452901399e-18,1.34573767687e-15,6.03335298388e-11,4.84542709318e-16,7.65489403059e-16,2.4571772568e-13,1.93337281914e-15,1.04730890627e-10,3.00274128479e-12,1.80637699243e-10,3.53249929308e-11,5.60179767156e-12,7.72009206237e-14,1.62953508647e-16,9.22079659805e-14,4.44987336089e-17,1.66871724772e-11,1.18829956985e-09,7.64352670046e-09,5.9626053428e-08,4.08057530876e-06,2.07261088175e-13,1.2280480452e-11,7.57461107725e-11,9.62229592005e-07,2.08346293234e-13,2.76036180393e-20,2.38651499008e-14,3.47076768808e-15,1.9232395624e-12,1.7926394591e-08,2.3163166462e-18,8.00608394904e-17,8.13603931723e-17,2.61102910434e-18,9.22591512154e-18,9.23081285794e-17,0.999994874001,9.56231968607e-11,1.46824691077e-17,1.19429195422e-08,5.83436505827e-16,2.79914164764e-11,2.74755068186e-16,2.11947454379e-18,3.39780880957e-17,1.99910509154e-12,8.61483329118e-10,1.54871913904e-11,1.75057505384e-12,4.25154032746e-19,7.03530584094e-16,1.67326881615e-18,1.40402582139e-13,2.75258178253e-19,1.21962765298e-16,8.84607003534e-13,4.23624496593e-10,4.37935750356e-20,1.78222804827e-15,2.97087248436e-20,2.69255266954e-13,2.04504987807e-15,4.1888272695e-16,2.07349548908e-14,4.40555998258e-14,1.78930356642e-10,3.15121991001e-11,9.68641043975e-15,7.61623264456e-11,6.88787022735e-16,1.23031493237e-15,3.28114176705e-18,4.72321713043e-20,5.97215656648e-15,4.31829434433e-08,3.23634374957e-16,6.54715726078e-11,1.90618067925e-16
655,8.71045921145e-28,6.28199007481e-17,4.52354914211e-28,3.2004244697e-23,3.97953587707e-20,5.58696849646e-20,6.31381017749e-36,1.16164004477e-23,1.99815558368e-25,6.6451275336e-19,1.60075397382e-09,2.05697268299e-25,9.95758300856e-17,3.91847367019e-24,7.95412296431e-25,4.56978224044e-23,7.07258457369e-22,1.90624949823e-29,9.87084054926e-29,8.73236608434e-32,1.60400529265e-21,3.95017054006e-13,4.87200178409e-19,1.42913747343e-21,2.55125979008e-31,1.23562699037e-21,2.17983565016e-17,7.81345193874e-22,7.91987386211e-19,8.56722845352e-16,2.87229114974e-23,1.9169168748e-15,1.25767782351e-14,6.64874387192e-22,1.15276071111e-19,2.55387898075e-16,5.96597876508e-26,1.52807090507e-24,1.18695709585e-24,2.28751012591e-31,2.66860308793e-38,2.91995414805e-28,5.05277743792e-21,2.62380128767e-33,7.57635483332e-21,1.51214946298e-29,6.78203138094e-09,6.80343586052e-35,4.53796099625e-29,2.78291131591e-23,2.20064536203e-27,8.21286357677e-06,2.13289631663e-21,1.01259198363e-19,1.91565784503e-13,2.19672316362e-13,5.14218667647e-09,5.9201085356e-36,9.56833652434e-32,9.15511450703e-23,1.81548479542e-27,9.45641975257e-19,9.46087690612e-15,8.20696254798e-24,0.999991774559,1.38449872014e-18,9.78952921331e-13,2.20500980278e-24,2.76579762443e-16,9.99481024008e-23,2.44153408928e-16,1.31888836301e-24,2.01857331559e-17,1.24332392515e-22,7.21871851184e-09,2.73700062614e-10,1.68170792797e-36,8.17386959537e-18,3.81536673728e-14,2.80958553858e-18,1.92923379264e-15,2.30877456848e-19,4.40431981463e-29,5.84461992692e-11,3.13058050262e-17,3.61123920894e-27,2.36023391769e-29,6.25126564153e-34,6.97546811979e-11,1.30175010932e-37,9.6737815592e-24,3.11141806369e-21,5.35916686937e-17,1.68429388715e-15,1.49851228406e-28,1.34744406579e-30,1.23001590479e-22,3.19384354212e-20,1.00375574772e-16
658,7.31541476701e-12,8.44541718834e-05,5.11532243159e-14,6.38904185633e-13,1.8206576442e-06,1.25963561004e-05,6.57091406026e-13,1.48561746238e-10,2.69352227154e-12,6.51928276056e-05,1.43410450182e-10,1.68892455576e-10,4.18296952631e-09,2.64516577045e-12,1.58649571258e-09,1.42066940894e-13,5.43192123226e-11,3.49581148771e-15,2.90980739504e-10,2.55381631641e-12,8.35915642261e-11,3.87561804871e-08,3.39462030534e-12,8.88494486317e-11,7.9246864626e-10,2.44395302607e-12,0.999547660351,2.25524354747e-09,1.28352797141e-11,1.45646949362e-13,4.90279809053e-17,4.63938540363e-11,7.53078104569e-15,6.03850913063e-17,3.63943770954e-12,2.92624841025e-10,3.13698789167e-10,6.33584667953e-15,5.1670664275e-11,2.29323565617e-14,1.55242742735e-17,2.60813402125e-11,9.32599775183e-09,1.04144547153e-10,2.27237347862e-12,3.40143682373e-17,2.15238117107e-07,6.02362452452e-13,2.56232102203e-08,1.64028096661e-10,3.82171651977e-15,1.29915536107e-08,3.07115097242e-12,4.43961811758e-10,2.71372937277e-06,4.31696553505e-11,5.59763293495e-06,2.1708519724e-18,7.14928248845e-15,6.65784085641e-08,1.09733518116e-13,6.3165418851e-07,6.33328889332e-10,5.29383953563e-07,2.01695886659e-08,4.2081526523e-13,1.52651423946e-07,9.98117875243e-14,5.31334476417e-10,3.96470564712e-11,1.5107106538e-11,5.29248927705e-06,2.17364841404e-11,1.11906487632e-07,6.38675848319e-11,0.000191751300008,1.99264604817e-09,4.35298436186e-10,6.38483186322e-08,3.74422411478e-12,7.70311598899e-05,1.61056203096e-11,1.83878541733e-12,7.30696498863e-08,3.88234459704e-15,2.69461564173e-09,5.73982660988e-14,2.55010483487e-14,1.7114956119e-09,1.10248442574e-15,6.72838040848e-17,5.63996939429e-12,4.79695128064e-09,3.27817877011e-11,6.24830847141e-16,9.06457547911e-11,4.09293397752e-06,6.35019536954e-11,3.00859337443e-11
659,1.02591893314e-11,3.75051931786e-13,2.8229802893e-16,1.98006108038e-12,2.81777474245e-15,4.35941728679e-13,5.85532065339e-15,8.17790366675e-12,1.08342713734e-15,6.02956757873e-13,1.51267512405e-10,3.53268260998e-12,2.51522958017e-09,3.08989456244e-08,2.46404567757e-13,1.04540128724e-15,6.00960452835e-16,2.0805700099e-13,6.10539483553e-12,5.75087096e-11,4.41106144666e-11,4.80065981373e-16,1.03177466571e-11,1.00313605079e-12,1.48151074741e-11,6.58527662197e-14,3.31910540718e-11,2.20303823178e-17,3.44700989974e-10,1.09926933008e-12,1.87741055341e-12,1.17098266305e-13,3.18023304089e-13,5.94153129474e-11,4.42782047761e-18,1.86692653524e-12,7.58910997775e-18,7.39150500801e-19,6.29839207374e-17,1.04957928718e-18,3.26167978405e-20,3.50310557472e-12,9.27719865854e-15,1.23101927415e-13,5.88661064338e-14,5.17479585472e-16,1.07426061102e-10,1.74882471785e-12,8.72749623682e-08,2.9871796009e-11,1.81478618799e-08,1.14693233142e-14,1.52406389731e-08,0.999967217445,8.37391041841e-07,2.18186069105e-05,5.01751813431e-08,6.94158803116e-18,1.74223203997e-20,2.69662679637e-16,1.22478607117e-11,1.40186163527e-14,9.36509166758e-16,4.06838462658e-14,6.2447769178e-10,1.48518539689e-08,2.19356439988e-15,2.16276429139e-14,7.76691932991e-10,5.77142778013e-08,3.47818396307e-09,8.25194947096e-13,1.86800556607e-16,2.25318577849e-15,2.08360717568e-10,7.25551042857e-12,1.37461535939e-15,1.82367735144e-14,5.10874328952e-13,4.55052575482e-12,4.16269863024e-09,2.29425417093e-15,3.31536398261e-16,4.76760519952e-10,5.10264209426e-15,1.36761923401e-12,3.50571326635e-06,1.75809290323e-15,9.94494525793e-13,7.13863951367e-19,8.39779719424e-15,9.39190652333e-12,2.7943503067e-10,1.34210065283e-09,5.87951614952e-15,3.09897115209e-16,1.86413401669e-15,5.78655504589e-14,6.56168822388e-06
665,2.19939669775e-12,1.9063738557e-15,2.07297788418e-13,7.17505291292e-11,1.01646952167e-14,3.8643028122e-13,5.61086855417e-14,2.64186120896e-11,5.43117119204e-14,1.71252348358e-15,1.95265220659e-10,5.97085098378e-13,4.78273698423e-10,2.07506403171e-08,1.38557608854e-13,3.46331741497e-13,2.69308975619e-14,3.13799403129e-11,1.66741076502e-09,3.51723150604e-10,5.65373789452e-12,1.09997163897e-14,2.0644682408e-08,3.40476453455e-12,9.00668517545e-09,2.42341682746e-14,6.93377022465e-11,4.22393321492e-13,4.53201032258e-08,8.73012879765e-07,1.37154918534e-08,7.99189794204e-12,1.33307712091e-10,6.20078016711e-11,3.48472010796e-13,1.29232621444e-14,9.42138213148e-14,2.21883796059e-12,5.44967092286e-11,1.59263444023e-15,3.8973137868e-14,1.2571951672e-13,1.78139187429e-11,3.33073764125e-08,3.59865956479e-12,4.0567877291e-14,3.39688975733e-12,2.59961496774e-10,3.4796396875e-09,1.1773490769e-06,8.79066988091e-08,1.7568052861e-13,5.16545917151e-09,0.0146463690326,1.08082497263e-06,0.980815708637,3.61200558352e-09,3.09024984421e-12,1.38242349968e-14,5.66038448752e-12,7.53064017395e-12,1.75788050782e-10,6.27446792439e-12,4.04469444049e-11,1.76994028322e-08,1.29643698554e-10,2.72905092621e-12,1.28493383045e-07,5.66559465369e-05,0.00425450643525,7.52525295411e-07,6.00828553576e-10,6.3207850412e-12,1.43299478186e-11,8.45253207704e-12,8.88129222942e-11,6.23264937924e-12,1.38851019571e-09,9.46876108879e-14,1.60614133105e-09,1.15178364624e-08,6.73825578668e-11,6.47591312172e-12,3.48561801644e-09,4.67456517939e-10,9.36424618403e-11,0.000222349248361,1.30930000175e-09,3.33621491544e-10,4.35069254928e-12,1.7831553123e-08,1.41629915261e-12,2.24929119774e-09,1.806914951e-09,3.37971051969e-13,3.29160006543e-12,2.84417334129e-09,2.93790209174e-12,8.63759481717e-08
666,2.85685281923e-15,1.39469789884e-11,4.26321711223e-14,6.66445162945e-11,1.43395104818e-11,3.64036178945e-16,4.4184452104e-12,2.84006262952e-09,9.44786648005e-14,1.05688694812e-16,2.72107994273e-17,1.15864208419e-12,3.45495972394e-15,1.24329919637e-17,4.83724675668e-18,2.61511461357e-14,1.24717594375e-16,2.66664773596e-10,1.36467185751e-13,2.90277610976e-12,3.22905487596e-19,2.07171002833e-15,2.11806491222e-16,3.80901551219e-17,3.92951459132e-13,3.97936369788e-16,3.5105913402e-12,3.19886776573e-13,3.06836316338e-13,4.07153947756e-17,1.5810253497e-13,3.80359540089e-19,1.31232127419e-14,2.73445316823e-23,1.14865175748e-13,2.24597477525e-14,1.81971942059e-15,1.00612155044e-16,4.10088643948e-19,1.49796844986e-15,7.21273370005e-17,1.32451416706e-19,2.9039809446e-10,6.31837117349e-12,8.74669043791e-13,9.18901509072e-17,1.52094338902e-22,6.813367178e-18,4.56359911459e-16,1.20703505238e-16,9.94687168137e-19,7.40530679219e-23,2.9163601872e-13,6.87524483731e-18,1.86549390658e-18,6.37295926267e-19,1.06245621457e-18,3.85011287581e-15,5.17606140241e-12,9.44432074719e-17,3.27876077729e-15,4.07288751336e-11,3.06522515703e-11,2.04182740052e-13,1.03529104904e-16,8.92319679585e-18,5.58021517882e-10,9.61407541424e-17,1.28753846235e-13,8.61447371769e-12,8.76363014017e-19,7.44712939319e-13,8.32209600824e-25,0.999999880791,1.18854295279e-25,5.57549069847e-14,6.10422407066e-11,4.47440480817e-18,2.47162506722e-24,1.82419424271e-16,2.92313035214e-14,9.33563342187e-08,4.1794769522e-17,5.99089065887e-17,2.30830305249e-24,8.68098704032e-10,4.25888144195e-12,3.97290427756e-15,1.54816545162e-19,1.22483479522e-12,4.27565150494e-18,1.65405516828e-17,2.05736404475e-12,1.47735092677e-16,1.94475072155e-16,3.74555021601e-14,3.5906776219e-08,5.92741951883e-18,1.31972484508e-16
